Date,LAT,LON,ALLSKY_SFC_SW_DWN,RH2M,T2M,GWETTOP,Precipitations_mm,VPD
2020-12-26,27.5,-2.5,14.68,35.89,13.5,,0.0,0.992
2020-12-26,28.5,-7.5,13.77,37.3,13.31,,0.0,0.958
2020-12-26,28.5,-2.5,14.37,41.9,13.16,,0.0,0.879
2020-12-26,29.5,-7.5,14.06,43.72,14.2,,0.0,0.911
2020-12-26,29.5,-2.5,14.42,52.59,11.07,,0.0,0.625
2020-12-26,30.5,-7.5,14.48,53.66,6.46,,0.0,0.447
2020-12-26,30.5,-2.5,14.01,57.66,9.86,,0.0,0.515
2020-12-26,31.5,-7.5,13.78,48.39,8.96,,0.0,0.591
2020-12-26,31.5,-2.5,13.57,61.55,9.42,,0.0,0.454
2020-12-26,32.5,-7.5,12.47,56.85,13.69,,0.0,0.676
2020-12-26,32.5,-2.5,10.89,71.78,5.65,,0.0,0.258
2020-12-26,33.5,-7.5,11.76,81.85,14.59,,0.0,0.301
2020-12-26,33.5,-2.5,7.53,68.33,5.8,,0.3,0.292
2020-12-26,34.5,-7.5,11.64,74.97,17.63,,0.0,0.505
2020-12-26,34.5,-2.5,10.01,56.18,6.88,,0.3,0.435
2020-12-26,35.5,-7.5,11.23,72.86,16.99,,0.0,0.526
2020-12-26,35.5,-2.5,10.9,58.87,14.53,,0.0,0.68
2020-12-27,27.5,-7.5,13.98,39.28,12.45,,0.0,0.877
2020-12-27,27.5,-2.5,14.29,48.21,11.66,,0.0,0.71
2020-12-27,28.5,-7.5,13.9,36.07,12.52,,0.0,0.928
2020-12-27,28.5,-2.5,13.67,43.2,11.64,,0.0,0.778
2020-12-27,29.5,-7.5,14.22,40.62,13.48,,0.0,0.918
2020-12-27,29.5,-2.5,14.5,44.55,10.13,,0.0,0.687
2020-12-27,30.5,-7.5,14.33,56.79,6.22,,0.0,0.41
2020-12-27,30.5,-2.5,14.32,48.77,8.65,,0.0,0.574
2020-12-27,31.5,-7.5,13.59,49.6,8.86,,0.0,0.573
2020-12-27,31.5,-2.5,13.85,52.11,7.78,,0.0,0.506
2020-12-27,32.5,-7.5,13.13,64.77,12.5,,0.0,0.511
2020-12-27,32.5,-2.5,13.58,64.12,5.53,,0.0,0.325
2020-12-27,33.5,-7.5,12.41,79.65,13.77,,0.0,0.32
2020-12-27,33.5,-2.5,13.08,63.84,6.85,,0.0,0.359
2020-12-27,34.5,-7.5,11.96,72.29,16.54,,0.0,0.521
2020-12-27,34.5,-2.5,12.42,61.99,7.66,,0.0,0.398
2020-12-27,35.5,-7.5,11.43,68.96,15.65,,0.0,0.552
2020-12-27,35.5,-2.5,11.45,62.11,14.06,,0.0,0.608
2020-12-28,27.5,-7.5,14.82,34.46,14.9,,0.0,1.11
2020-12-28,27.5,-2.5,15.41,39.41,13.27,,0.0,0.924
2020-12-28,28.5,-7.5,14.23,33.74,13.93,,0.0,1.054
2020-12-28,28.5,-2.5,14.06,40.91,12.3,,0.0,0.845
2020-12-28,29.5,-7.5,13.95,39.1,14.3,,0.0,0.993
2020-12-28,29.5,-2.5,14.45,44.59,10.92,,0.0,0.723
2020-12-28,30.5,-7.5,14.05,57.42,4.84,,0.0,0.367
2020-12-28,30.5,-2.5,14.14,45.41,10.01,,0.0,0.671
2020-12-28,31.5,-7.5,13.21,58.42,6.74,,0.0,0.409
2020-12-28,31.5,-2.5,13.68,46.37,8.68,,0.0,0.603
2020-12-28,32.5,-7.5,12.4,75.89,9.97,,0.0,0.295
2020-12-28,32.5,-2.5,13.86,49.72,5.97,,0.0,0.469
2020-12-28,33.5,-7.5,11.36,83.41,12.44,,0.0,0.24
2020-12-28,33.5,-2.5,13.27,52.01,6.31,,0.0,0.458
2020-12-28,34.5,-7.5,7.31,75.22,16.86,,2.0,0.476
2020-12-28,34.5,-2.5,10.6,74.14,8.06,,0.0,0.279
2020-12-28,35.5,-7.5,5.85,75.85,16.6,,3.0,0.456
2020-12-28,35.5,-2.5,9.51,75.04,16.04,,0.2,0.455
2020-12-29,27.5,-7.5,15.16,40.97,13.58,,0.0,0.918
2020-12-29,27.5,-2.5,14.27,34.48,14.93,,0.0,1.112
2020-12-29,28.5,-7.5,14.89,41.15,12.79,,0.0,0.869
2020-12-29,28.5,-2.5,14.22,35.17,13.37,,0.0,0.995
2020-12-29,29.5,-7.5,14.82,41.51,13.54,,0.0,0.907
2020-12-29,29.5,-2.5,14.08,37.85,11.91,,0.0,0.867
2020-12-29,30.5,-7.5,15.2,56.48,4.84,,0.0,0.375
2020-12-29,30.5,-2.5,14.09,36.63,10.95,,0.0,0.829
2020-12-29,31.5,-7.5,14.16,73.42,5.23,,0.0,0.236
2020-12-29,31.5,-2.5,13.6,44.28,10.08,,0.0,0.688
2020-12-29,32.5,-7.5,9.84,90.2,9.13,,0.0,0.113
2020-12-29,32.5,-2.5,13.56,74.59,5.02,,0.0,0.222
2020-12-29,33.5,-7.5,6.36,81.54,13.43,,5.5,0.284
2020-12-29,33.5,-2.5,11.99,80.58,4.87,,0.0,0.168
2020-12-29,34.5,-7.5,7.36,69.13,16.79,,1.8,0.59
2020-12-29,34.5,-2.5,5.13,76.99,8.63,,2.5,0.258
2020-12-29,35.5,-7.5,7.06,69.68,16.14,,0.5,0.556
2020-12-29,35.5,-2.5,8.9,69.93,15.14,,2.8,0.517
2020-12-30,27.5,-7.5,15.38,71.79,11.06,,0.0,0.372
2020-12-30,27.5,-2.5,15.0,35.12,13.67,,0.0,1.015
2020-12-30,28.5,-7.5,14.93,53.62,11.03,,0.0,0.61
2020-12-30,28.5,-2.5,14.39,41.07,12.45,,0.0,0.851
2020-12-30,29.5,-7.5,14.63,42.62,12.32,,0.0,0.822
2020-12-30,29.5,-2.5,14.22,51.86,10.68,,0.0,0.619
2020-12-30,30.5,-7.5,15.17,53.07,4.2,,0.0,0.387
2020-12-30,30.5,-2.5,14.5,60.92,9.46,,0.0,0.463
2020-12-30,31.5,-7.5,14.36,64.76,6.35,,0.0,0.338
2020-12-30,31.5,-2.5,14.04,59.36,9.67,,0.0,0.488
2020-12-30,32.5,-7.5,13.23,79.97,9.41,,0.0,0.236
2020-12-30,32.5,-2.5,13.69,73.36,5.08,,0.0,0.234
2020-12-30,33.5,-7.5,10.24,75.87,12.51,,0.0,0.35
2020-12-30,33.5,-2.5,10.43,77.08,4.91,,0.0,0.199
2020-12-30,34.5,-7.5,10.98,68.25,15.57,,0.1,0.562
2020-12-30,34.5,-2.5,9.35,71.61,7.25,,1.9,0.289
2020-12-30,35.5,-7.5,11.42,68.28,14.79,,0.0,0.534
2020-12-30,35.5,-2.5,10.95,61.92,14.91,,0.4,0.646
2020-12-31,27.5,-7.5,14.03,55.09,11.04,,0.0,0.591
2020-12-31,27.5,-2.5,13.7,41.01,13.3,,0.0,0.901
2020-12-31,28.5,-7.5,14.64,44.24,11.5,,0.0,0.757
2020-12-31,28.5,-2.5,13.68,41.92,12.66,,0.0,0.851
2020-12-31,29.5,-7.5,14.09,43.9,13.0,,0.0,0.84
2020-12-31,29.5,-2.5,13.49,47.86,10.64,,0.0,0.668
2020-12-31,30.5,-7.5,14.44,62.28,4.5,,0.0,0.318
2020-12-31,30.5,-2.5,13.16,52.6,9.17,,0.0,0.55
2020-12-31,31.5,-7.5,13.91,60.95,5.64,,0.0,0.356
2020-12-31,31.5,-2.5,11.67,52.66,8.92,,0.0,0.541
2020-12-31,32.5,-7.5,13.63,74.41,7.6,,0.0,0.267
2020-12-31,32.5,-2.5,13.84,59.74,5.59,,0.0,0.366
2020-12-31,33.5,-7.5,11.54,76.57,10.93,,0.0,0.306
2020-12-31,33.5,-2.5,12.84,64.55,4.24,,0.0,0.293
2020-12-31,34.5,-7.5,6.4,70.82,15.36,,0.0,0.509
2020-12-31,34.5,-2.5,12.75,66.53,5.69,,0.0,0.306
2020-12-31,35.5,-7.5,10.59,71.78,15.13,,0.3,0.485
2020-12-31,35.5,-2.5,11.0,63.69,14.79,,0.0,0.611
2021-01-01,27.5,-7.5,15.54,51.33,11.51,,0.0,0.661
2021-01-01,27.5,-2.5,15.42,40.27,11.8,,0.0,0.827
2021-01-01,28.5,-7.5,15.12,39.9,11.9,,0.0,0.837
2021-01-01,28.5,-2.5,14.94,38.1,11.94,,0.0,0.865
2021-01-01,29.5,-7.5,15.21,38.14,12.02,,0.0,0.869
2021-01-01,29.5,-2.5,14.68,42.99,10.68,,0.0,0.733
2021-01-01,30.5,-7.5,15.6,46.24,3.38,,0.0,0.418
2021-01-01,30.5,-2.5,14.8,46.33,9.33,,0.0,0.63
2021-01-01,31.5,-7.5,14.52,63.78,4.28,,0.0,0.3
2021-01-01,31.5,-2.5,14.49,48.61,8.12,,0.0,0.556
2021-01-01,32.5,-7.5,11.15,85.54,8.31,,0.0,0.158
2021-01-01,32.5,-2.5,13.92,71.77,3.64,,0.0,0.224
2021-01-01,33.5,-7.5,5.79,83.58,11.62,,5.0,0.225
2021-01-01,33.5,-2.5,10.97,83.99,2.96,,1.4,0.121
2021-01-01,34.5,-7.5,7.74,70.6,16.28,,1.6,0.544
2021-01-01,34.5,-2.5,5.59,85.69,4.35,,3.7,0.119
2021-01-01,35.5,-7.5,9.48,71.79,15.6,,2.4,0.5
2021-01-01,35.5,-2.5,9.62,71.23,14.52,,4.0,0.476
2021-01-02,27.5,-7.5,16.56,50.92,10.35,,0.0,0.617
2021-01-02,27.5,-2.5,15.81,31.95,12.49,,0.0,0.986
2021-01-02,28.5,-7.5,15.99,39.49,10.95,,0.0,0.792
2021-01-02,28.5,-2.5,15.3,32.53,12.33,,0.0,0.967
2021-01-02,29.5,-7.5,15.13,48.94,10.95,,0.0,0.668
2021-01-02,29.5,-2.5,14.78,42.66,10.27,,0.0,0.717
2021-01-02,30.5,-7.5,14.92,62.78,3.45,,0.0,0.291
2021-01-02,30.5,-2.5,14.72,57.66,8.42,,0.0,0.467
2021-01-02,31.5,-7.5,14.0,82.28,3.88,,0.0,0.143
2021-01-02,31.5,-2.5,14.23,60.44,7.6,,0.0,0.413
2021-01-02,32.5,-7.5,9.62,80.84,8.59,,0.5,0.214
2021-01-02,32.5,-2.5,11.5,72.01,3.09,,0.1,0.213
2021-01-02,33.5,-7.5,10.73,74.49,11.31,,3.9,0.342
2021-01-02,33.5,-2.5,10.16,76.64,3.12,,2.5,0.179
2021-01-02,34.5,-7.5,9.5,68.03,14.91,,2.5,0.542
2021-01-02,34.5,-2.5,11.3,75.96,5.24,,1.5,0.213
2021-01-02,35.5,-7.5,10.37,70.56,14.46,,0.6,0.485
2021-01-02,35.5,-2.5,9.9,65.31,14.01,,4.4,0.555
2021-01-03,27.5,-7.5,15.3,51.96,9.62,,0.0,0.575
2021-01-03,27.5,-2.5,15.1,33.21,11.13,,0.0,0.884
2021-01-03,28.5,-7.5,14.67,43.78,9.8,,0.0,0.681
2021-01-03,28.5,-2.5,14.47,38.72,10.44,,0.0,0.775
2021-01-03,29.5,-7.5,12.53,47.01,10.6,,0.0,0.677
2021-01-03,29.5,-2.5,13.94,44.75,9.25,,0.0,0.645
2021-01-03,30.5,-7.5,11.0,57.33,2.38,,0.0,0.309
2021-01-03,30.5,-2.5,14.53,46.39,8.28,,0.0,0.586
2021-01-03,31.5,-7.5,11.92,57.16,3.64,,0.0,0.34
2021-01-03,31.5,-2.5,14.59,48.14,7.48,,0.0,0.537
2021-01-03,32.5,-7.5,13.19,73.04,7.0,,0.0,0.27
2021-01-03,32.5,-2.5,14.32,61.16,2.58,,0.0,0.286
2021-01-03,33.5,-7.5,12.96,76.73,10.21,,0.0,0.29
2021-01-03,33.5,-2.5,13.78,70.73,1.4,,0.0,0.198
2021-01-03,34.5,-7.5,11.56,64.21,14.52,,0.0,0.592
2021-01-03,34.5,-2.5,12.32,70.24,3.58,,0.0,0.235
2021-01-03,35.5,-7.5,11.45,62.12,14.05,,0.0,0.607
2021-01-03,35.5,-2.5,11.26,57.22,14.0,,0.1,0.684
2021-01-04,27.5,-7.5,15.06,37.91,10.88,,0.0,0.809
2021-01-04,27.5,-2.5,14.56,34.74,11.64,,0.0,0.894
2021-01-04,28.5,-7.5,12.56,37.9,10.92,,0.0,0.811
2021-01-04,28.5,-2.5,12.65,35.53,11.11,,0.0,0.852
2021-01-04,29.5,-7.5,8.42,44.22,11.06,,0.0,0.735
2021-01-04,29.5,-2.5,11.18,39.68,9.9,,0.0,0.736
2021-01-04,30.5,-7.5,7.51,65.29,2.8,,0.0,0.259
2021-01-04,30.5,-2.5,10.83,44.58,8.53,,0.0,0.616
2021-01-04,31.5,-7.5,9.94,57.7,5.46,,0.0,0.381
2021-01-04,31.5,-2.5,12.52,45.16,7.37,,0.0,0.564
2021-01-04,32.5,-7.5,12.54,56.36,9.0,,0.0,0.501
2021-01-04,32.5,-2.5,13.14,58.61,2.84,,0.0,0.31
2021-01-04,33.5,-7.5,12.99,70.98,10.42,,0.0,0.366
2021-01-04,33.5,-2.5,13.67,51.27,3.08,,0.0,0.371
2021-01-04,34.5,-7.5,11.8,55.71,14.31,,0.0,0.722
2021-01-04,34.5,-2.5,12.73,53.3,4.58,,0.0,0.396
2021-01-04,35.5,-7.5,8.44,59.73,13.82,,0.1,0.636
2021-01-04,35.5,-2.5,10.38,63.8,14.29,,0.0,0.59
2021-01-05,27.5,-7.5,14.25,47.5,15.24,,0.0,0.909
2021-01-05,27.5,-2.5,14.87,30.07,14.88,,0.0,1.183
2021-01-05,28.5,-7.5,14.12,49.07,14.24,,0.0,0.827
2021-01-05,28.5,-2.5,14.29,29.43,13.52,,0.0,1.093
2021-01-05,29.5,-7.5,13.51,52.39,14.32,,0.0,0.777
2021-01-05,29.5,-2.5,14.07,35.23,11.71,,0.0,0.891
2021-01-05,30.5,-7.5,9.88,85.44,5.47,,1.5,0.131
2021-01-05,30.5,-2.5,12.93,41.28,10.2,,0.0,0.731
2021-01-05,31.5,-7.5,10.89,79.86,7.25,,10.5,0.205
2021-01-05,31.5,-2.5,12.68,52.69,7.9,,0.0,0.504
2021-01-05,32.5,-7.5,6.23,85.19,10.91,,9.3,0.193
2021-01-05,32.5,-2.5,10.82,69.53,3.39,,0.0,0.237
2021-01-05,33.5,-7.5,3.43,83.76,11.8,,9.1,0.225
2021-01-05,33.5,-2.5,8.67,61.89,6.0,,1.3,0.356
2021-01-05,34.5,-7.5,3.33,72.19,13.93,,16.4,0.443
2021-01-05,34.5,-2.5,7.44,63.68,6.68,,1.1,0.356
2021-01-05,35.5,-7.5,3.58,73.24,13.9,,3.7,0.425
2021-01-05,35.5,-2.5,8.41,65.09,14.25,,8.4,0.567
2021-01-06,27.5,-7.5,14.91,72.25,16.7,,0.0,0.528
2021-01-06,27.5,-2.5,13.92,57.96,17.82,,0.0,0.858
2021-01-06,28.5,-7.5,13.54,74.32,15.87,,0.1,0.463
2021-01-06,28.5,-2.5,13.79,61.75,15.95,,0.0,0.693
2021-01-06,29.5,-7.5,12.45,76.56,14.22,,0.0,0.38
2021-01-06,29.5,-2.5,13.92,66.71,14.72,,0.0,0.558
2021-01-06,30.5,-7.5,11.21,87.14,7.37,,1.6,0.132
2021-01-06,30.5,-2.5,13.59,70.1,13.38,,0.0,0.459
2021-01-06,31.5,-7.5,10.11,79.67,8.57,,0.0,0.227
2021-01-06,31.5,-2.5,12.64,75.55,10.74,,0.0,0.315
2021-01-06,32.5,-7.5,6.93,79.82,13.66,,2.1,0.316
2021-01-06,32.5,-2.5,12.12,76.77,7.47,,0.0,0.24
2021-01-06,33.5,-7.5,4.49,90.04,15.19,,14.6,0.172
2021-01-06,33.5,-2.5,9.88,68.04,9.22,,0.0,0.372
2021-01-06,34.5,-7.5,2.42,86.57,16.25,,40.4,0.248
2021-01-06,34.5,-2.5,6.77,87.09,9.3,,6.2,0.151
2021-01-06,35.5,-7.5,3.11,86.65,15.1,,25.9,0.229
2021-01-06,35.5,-2.5,4.34,84.38,13.62,,3.7,0.244
2021-01-07,27.5,-7.5,15.08,64.92,17.89,,0.0,0.719
2021-01-07,27.5,-2.5,14.16,55.0,19.89,,0.0,1.045
2021-01-07,28.5,-7.5,13.85,71.58,17.5,,0.3,0.568
2021-01-07,28.5,-2.5,13.68,59.63,18.79,,0.0,0.876
2021-01-07,29.5,-7.5,10.57,82.24,16.51,,1.8,0.334
2021-01-07,29.5,-2.5,14.07,66.57,16.9,,0.0,0.644
2021-01-07,30.5,-7.5,8.56,93.14,9.95,,11.2,0.084
2021-01-07,30.5,-2.5,12.91,72.79,15.78,,0.0,0.488
2021-01-07,31.5,-7.5,11.42,80.94,11.7,,4.7,0.262
2021-01-07,31.5,-2.5,11.38,78.97,13.8,,1.3,0.332
2021-01-07,32.5,-7.5,9.46,88.81,15.55,,10.6,0.198
2021-01-07,32.5,-2.5,9.37,88.15,10.89,,2.3,0.154
2021-01-07,33.5,-7.5,6.04,92.93,16.53,,11.3,0.133
2021-01-07,33.5,-2.5,10.93,81.18,11.41,,0.0,0.254
2021-01-07,34.5,-7.5,6.54,87.86,15.97,,18.3,0.22
2021-01-07,34.5,-2.5,9.1,79.73,12.68,,0.0,0.297
2021-01-07,35.5,-7.5,5.18,85.57,14.01,,9.7,0.231
2021-01-07,35.5,-2.5,4.78,86.49,15.08,,5.7,0.232
2021-01-08,27.5,-7.5,14.28,55.05,18.17,,0.0,0.938
2021-01-08,27.5,-2.5,13.68,34.32,21.82,,0.0,1.718
2021-01-08,28.5,-7.5,13.12,67.32,16.96,,0.0,0.632
2021-01-08,28.5,-2.5,12.08,40.34,20.62,,0.0,1.449
2021-01-08,29.5,-7.5,8.91,75.48,15.88,,0.6,0.442
2021-01-08,29.5,-2.5,13.4,51.53,18.35,,0.0,1.023
2021-01-08,30.5,-7.5,5.92,89.7,8.4,,7.3,0.114
2021-01-08,30.5,-2.5,12.36,57.15,17.56,,0.0,0.86
2021-01-08,31.5,-7.5,7.5,74.75,11.05,,9.9,0.333
2021-01-08,31.5,-2.5,9.55,69.59,15.3,,0.0,0.529
2021-01-08,32.5,-7.5,7.32,79.99,15.28,,7.6,0.347
2021-01-08,32.5,-2.5,8.73,78.98,12.81,,1.0,0.311
2021-01-08,33.5,-7.5,5.42,89.26,16.04,,12.5,0.196
2021-01-08,33.5,-2.5,11.91,72.29,13.38,,0.0,0.425
2021-01-08,34.5,-7.5,3.06,87.61,16.97,,22.9,0.24
2021-01-08,34.5,-2.5,9.9,74.15,14.99,,3.0,0.441
2021-01-08,35.5,-7.5,2.88,84.42,14.21,,12.0,0.252
2021-01-08,35.5,-2.5,4.17,88.91,15.78,,8.7,0.199
2021-01-09,27.5,-7.5,16.09,65.04,13.37,,0.0,0.536
2021-01-09,27.5,-2.5,14.25,46.51,18.42,,0.0,1.133
2021-01-09,28.5,-7.5,15.66,66.19,12.3,,0.0,0.484
2021-01-09,28.5,-2.5,13.68,48.28,16.86,,0.0,0.993
2021-01-09,29.5,-7.5,15.29,63.37,11.46,,0.0,0.496
2021-01-09,29.5,-2.5,13.9,51.27,14.97,,0.0,0.829
2021-01-09,30.5,-7.5,12.01,79.59,2.54,,2.2,0.15
2021-01-09,30.5,-2.5,14.34,52.02,14.15,,0.0,0.774
2021-01-09,31.5,-7.5,9.98,87.43,3.03,,17.6,0.095
2021-01-09,31.5,-2.5,13.72,57.72,12.3,,0.0,0.605
2021-01-09,32.5,-7.5,7.85,85.07,8.61,,5.1,0.167
2021-01-09,32.5,-2.5,9.98,66.18,8.35,,3.5,0.372
2021-01-09,33.5,-7.5,8.77,80.5,11.46,,10.8,0.264
2021-01-09,33.5,-2.5,8.63,66.69,7.3,,0.6,0.341
2021-01-09,34.5,-7.5,6.66,70.43,14.51,,8.9,0.489
2021-01-09,34.5,-2.5,9.21,74.3,8.45,,0.4,0.284
2021-01-09,35.5,-7.5,7.13,71.31,13.32,,4.4,0.439
2021-01-09,35.5,-2.5,8.28,71.04,15.36,,14.4,0.505
2021-01-10,27.5,-7.5,16.31,68.86,11.2,,0.0,0.414
2021-01-10,27.5,-2.5,16.23,40.25,13.21,,0.0,0.907
2021-01-10,28.5,-7.5,15.77,68.77,10.69,,0.0,0.402
2021-01-10,28.5,-2.5,16.37,42.0,12.18,,0.0,0.823
2021-01-10,29.5,-7.5,15.11,66.11,9.86,,0.0,0.412
2021-01-10,29.5,-2.5,15.96,47.39,10.38,,0.0,0.663
2021-01-10,30.5,-7.5,10.91,82.42,1.19,,1.6,0.117
2021-01-10,30.5,-2.5,15.46,42.23,9.58,,0.0,0.69
2021-01-10,31.5,-7.5,8.03,91.82,1.99,,12.6,0.058
2021-01-10,31.5,-2.5,14.9,46.1,8.36,,0.0,0.593
2021-01-10,32.5,-7.5,8.79,86.22,7.88,,12.2,0.147
2021-01-10,32.5,-2.5,13.25,65.65,4.19,,0.0,0.283
2021-01-10,33.5,-7.5,7.8,79.74,10.6,,13.9,0.259
2021-01-10,33.5,-2.5,12.6,72.65,2.56,,0.0,0.201
2021-01-10,34.5,-7.5,5.42,72.25,13.65,,7.9,0.434
2021-01-10,34.5,-2.5,10.7,74.6,5.11,,0.0,0.223
2021-01-10,35.5,-7.5,6.12,74.56,12.54,,10.2,0.37
2021-01-10,35.5,-2.5,9.26,65.66,13.56,,4.0,0.533
2021-01-11,27.5,-7.5,16.11,66.3,11.22,,0.0,0.449
2021-01-11,27.5,-2.5,15.68,41.75,11.95,,0.0,0.814
2021-01-11,28.5,-7.5,16.22,62.55,10.62,,0.0,0.479
2021-01-11,28.5,-2.5,16.4,41.61,10.77,,0.0,0.755
2021-01-11,29.5,-7.5,15.9,59.63,9.76,,0.0,0.488
2021-01-11,29.5,-2.5,15.93,44.87,9.13,,0.0,0.638
2021-01-11,30.5,-7.5,12.99,78.89,0.26,,0.0,0.131
2021-01-11,30.5,-2.5,15.37,48.2,8.22,,0.0,0.564
2021-01-11,31.5,-7.5,9.09,86.1,1.35,,5.6,0.094
2021-01-11,31.5,-2.5,14.7,50.53,6.97,,0.0,0.495
2021-01-11,32.5,-7.5,8.92,83.14,6.77,,1.3,0.166
2021-01-11,32.5,-2.5,12.68,69.01,1.89,,0.1,0.217
2021-01-11,33.5,-7.5,10.03,71.25,10.71,,8.2,0.37
2021-01-11,33.5,-2.5,12.05,77.13,1.08,,0.4,0.151
2021-01-11,34.5,-7.5,10.31,64.11,13.94,,3.6,0.571
2021-01-11,34.5,-2.5,10.87,74.49,4.09,,1.6,0.209
2021-01-11,35.5,-7.5,10.38,66.0,13.24,,2.8,0.517
2021-01-11,35.5,-2.5,6.29,76.01,12.06,,6.3,0.338
2021-01-12,27.5,-7.5,13.25,42.48,10.31,,0.0,0.721
2021-01-12,27.5,-2.5,12.02,28.6,11.05,,0.0,0.94
2021-01-12,28.5,-7.5,14.86,39.1,9.16,,0.0,0.707
2021-01-12,28.5,-2.5,10.21,35.1,9.85,,0.0,0.789
2021-01-12,29.5,-7.5,15.91,44.32,8.93,,0.0,0.636
2021-01-12,29.5,-2.5,11.53,45.03,7.81,,0.0,0.582
2021-01-12,30.5,-7.5,15.74,57.55,0.36,,0.0,0.266
2021-01-12,30.5,-2.5,14.54,51.81,6.66,,0.0,0.472
2021-01-12,31.5,-7.5,14.54,56.33,2.04,,0.0,0.309
2021-01-12,31.5,-2.5,15.03,53.97,6.34,,0.0,0.441
2021-01-12,32.5,-7.5,14.37,66.47,6.97,,0.0,0.335
2021-01-12,32.5,-2.5,13.99,72.14,2.33,,0.0,0.201
2021-01-12,33.5,-7.5,13.67,69.86,10.49,,0.0,0.382
2021-01-12,33.5,-2.5,11.09,77.93,2.39,,0.0,0.16
2021-01-12,34.5,-7.5,12.32,61.74,15.1,,0.1,0.657
2021-01-12,34.5,-2.5,10.56,81.22,5.45,,0.0,0.169
2021-01-12,35.5,-7.5,10.34,58.49,14.33,,0.0,0.678
2021-01-12,35.5,-2.5,10.71,63.44,13.75,,1.6,0.575
2021-01-13,27.5,-7.5,15.92,39.5,7.92,,0.0,0.645
2021-01-13,27.5,-2.5,13.66,36.64,10.07,,0.0,0.782
2021-01-13,28.5,-7.5,15.33,37.02,8.05,,0.0,0.678
2021-01-13,28.5,-2.5,12.97,37.74,9.19,,0.0,0.724
2021-01-13,29.5,-7.5,16.17,38.36,9.17,,0.0,0.716
2021-01-13,29.5,-2.5,14.12,44.06,7.52,,0.0,0.581
2021-01-13,30.5,-7.5,15.83,53.97,1.24,,0.0,0.308
2021-01-13,30.5,-2.5,15.55,45.05,7.38,,0.0,0.565
2021-01-13,31.5,-7.5,14.32,56.5,3.1,,0.0,0.332
2021-01-13,31.5,-2.5,15.28,38.49,7.33,,0.0,0.63
2021-01-13,32.5,-7.5,14.29,58.34,7.95,,0.0,0.445
2021-01-13,32.5,-2.5,15.08,49.31,3.96,,0.0,0.411
2021-01-13,33.5,-7.5,13.59,72.04,10.73,,0.0,0.36
2021-01-13,33.5,-2.5,14.24,60.88,3.01,,0.0,0.297
2021-01-13,34.5,-7.5,10.75,64.64,15.14,,0.0,0.608
2021-01-13,34.5,-2.5,13.09,60.76,5.96,,0.0,0.366
2021-01-13,35.5,-7.5,12.48,60.91,14.39,,0.0,0.641
2021-01-13,35.5,-2.5,12.3,66.22,13.98,,0.0,0.539
2021-01-14,27.5,-7.5,17.1,34.19,8.79,,0.0,0.745
2021-01-14,27.5,-2.5,16.68,35.25,9.17,,0.0,0.752
2021-01-14,28.5,-7.5,16.69,29.85,9.82,,0.0,0.851
2021-01-14,28.5,-2.5,16.2,32.54,9.2,,0.0,0.785
2021-01-14,29.5,-7.5,16.34,34.3,10.5,,0.0,0.834
2021-01-14,29.5,-2.5,16.26,34.25,7.88,,0.0,0.7
2021-01-14,30.5,-7.5,16.01,48.81,2.85,,0.0,0.384
2021-01-14,30.5,-2.5,16.13,35.64,7.32,,0.0,0.659
2021-01-14,31.5,-7.5,15.04,51.09,4.13,,0.0,0.401
2021-01-14,31.5,-2.5,15.55,39.5,7.38,,0.0,0.622
2021-01-14,32.5,-7.5,14.49,70.02,7.73,,0.0,0.316
2021-01-14,32.5,-2.5,15.21,58.13,3.85,,0.0,0.337
2021-01-14,33.5,-7.5,12.23,74.66,10.83,,0.0,0.329
2021-01-14,33.5,-2.5,14.64,68.98,3.17,,0.0,0.238
2021-01-14,34.5,-7.5,11.46,66.83,15.2,,0.0,0.573
2021-01-14,34.5,-2.5,13.44,64.92,5.83,,0.0,0.324
2021-01-14,35.5,-7.5,11.74,66.64,15.04,,0.0,0.57
2021-01-14,35.5,-2.5,11.87,68.51,15.04,,0.0,0.538
2021-01-15,27.5,-7.5,15.94,27.28,10.3,,0.0,0.911
2021-01-15,27.5,-2.5,16.6,29.17,9.56,,0.0,0.844
2021-01-15,28.5,-7.5,16.55,23.9,11.45,,0.0,1.029
2021-01-15,28.5,-2.5,16.45,31.16,9.76,,0.0,0.832
2021-01-15,29.5,-7.5,16.52,32.14,11.36,,0.0,0.912
2021-01-15,29.5,-2.5,16.24,38.32,8.91,,0.0,0.704
2021-01-15,30.5,-7.5,16.2,41.29,4.32,,0.0,0.488
2021-01-15,30.5,-2.5,15.97,45.8,8.72,,0.0,0.611
2021-01-15,31.5,-7.5,15.0,49.51,5.15,,0.0,0.445
2021-01-15,31.5,-2.5,15.42,50.55,8.38,,0.0,0.544
2021-01-15,32.5,-7.5,14.26,83.75,7.62,,0.0,0.17
2021-01-15,32.5,-2.5,14.86,64.45,4.85,,0.0,0.307
2021-01-15,33.5,-7.5,12.56,76.26,11.99,,0.0,0.333
2021-01-15,33.5,-2.5,14.39,72.79,4.64,,0.0,0.231
2021-01-15,34.5,-7.5,11.6,71.37,15.2,,0.0,0.495
2021-01-15,34.5,-2.5,13.32,70.88,7.59,,0.0,0.304
2021-01-15,35.5,-7.5,12.17,70.89,14.58,,0.0,0.483
